user_id,created_at,company_id,language,activated_at,state
3583.00,28-08-13 8:52,12031,arabic,28-08-13 8:53,active
3584.00,28-08-13 16:43,11783,spanish,28-08-13 16:45,active
3585.00,28-08-13 15:03,8041,french,,pending
3586.00,28-08-13 7:24,10073,english,28-08-13 7:25,active
3587.00,28-08-13 15:22,10842,arabic,,pending
3588.00,28-08-13 13:53,2,indian,,pending
3589.00,28-08-13 16:56,1,german,28-08-13 16:57,active
3590.00,28-08-13 6:16,33,spanish,28-08-13 6:18,active
3591.00,28-08-13 14:14,1994,german,28-08-13 14:15,active
3592.00,28-08-13 18:29,358,english,28-08-13 18:30,active
3593.00,28-08-13 17:33,6411,arabic,,pending
3594.00,28-08-13 12:20,2,japanese,,pending
3595.00,28-08-13 13:53,3608,italian,28-08-13 13:54,active
3596.00,28-08-13 9:12,5628,russian,28-08-13 9:13,active
3597.00,28-08-13 14:50,63,english,28-08-13 14:52,active
3598.00,28-08-13 14:11,7688,german,,pending
3599.00,28-08-13 18:11,13127,german,28-08-13 18:13,active
3600.00,28-08-13 6:28,2,english,,pending
3601.00,28-08-13 18:45,5847,japanese,,pending
3602.00,28-08-13 14:49,2,english,,pending
3603.00,28-08-13 9:43,5450,korean,,pending
3604.00,28-08-13 9:02,1,english,,pending
3605.00,28-08-13 7:41,8984,english,28-08-13 7:43,active
3606.00,28-08-13 10:30,2,english,28-08-13 10:32,active
3607.00,28-08-13 17:12,5938,english,,pending
3608.00,28-08-13 1:11,8474,english,28-08-13 1:13,active
3609.00,29-08-13 18:29,1105,english,29-08-13 18:30,active
3610.00,29-08-13 8:13,7961,english,,pending
3611.00,29-08-13 10:30,10127,english,29-08-13 10:32,active
3612.00,29-08-13 13:28,5164,arabic,29-08-13 13:29,active
3613.00,29-08-13 8:44,551,english,,pending
3614.00,29-08-13 12:58,3781,spanish,,pending
3615.00,29-08-13 18:05,8207,japanese,29-08-13 18:07,active
3616.00,29-08-13 16:45,2675,chinese,,pending
3617.00,29-08-13 10:21,85,french,,pending
3618.00,29-08-13 3:43,2877,spanish,29-08-13 3:44,active
3619.00,29-08-13 16:49,336,german,29-08-13 16:50,active
3620.00,29-08-13 10:54,12566,spanish,29-08-13 10:56,active
3621.00,29-08-13 10:51,71,english,,pending
3622.00,29-08-13 15:58,5095,english,,pending
3623.00,29-08-13 15:27,149,english,,pending
3624.00,29-08-13 11:40,8189,english,29-08-13 11:42,active
3625.00,29-08-13 10:31,102,english,29-08-13 10:32,active
3626.00,29-08-13 19:07,5474,korean,29-08-13 19:09,active
3627.00,29-08-13 8:00,5248,french,29-08-13 8:01,active
3628.00,29-08-13 6:51,2,japanese,,pending
3629.00,29-08-13 7:43,4469,french,,pending
3630.00,29-08-13 16:44,5771,indian,29-08-13 16:46,active
3631.00,29-08-13 3:34,5035,french,,pending
3632.00,29-08-13 17:25,1,english,,pending
3633.00,29-08-13 12:35,13056,russian,29-08-13 12:36,active
3634.00,29-08-13 17:51,8544,french,29-08-13 17:52,active
3635.00,29-08-13 17:57,12395,english,,pending
3636.00,30-08-13 15:36,1,english,30-08-13 15:37,active
3637.00,30-08-13 10:47,11,english,,pending
3638.00,30-08-13 10:17,2096,english,30-08-13 10:18,active
3639.00,30-08-13 14:38,4,english,30-08-13 14:39,active
3640.00,30-08-13 17:29,58,french,30-08-13 17:31,active
3641.00,30-08-13 8:57,17,german,30-08-13 8:58,active
3642.00,30-08-13 8:36,34,french,30-08-13 8:37,active
3643.00,30-08-13 9:47,7997,english,,pending
3644.00,30-08-13 11:18,4661,english,,pending
3645.00,30-08-13 18:46,999,english,30-08-13 18:47,active
3646.00,30-08-13 12:28,13044,english,,pending
3647.00,30-08-13 19:18,54,russian,,pending
3648.00,30-08-13 17:42,5509,portugese,30-08-13 17:44,active
3649.00,30-08-13 17:23,5507,english,30-08-13 17:24,active
3650.00,30-08-13 11:52,51,english,30-08-13 11:53,active
3651.00,30-08-13 17:32,10,arabic,,pending
3652.00,30-08-13 13:51,2715,japanese,30-08-13 13:52,active
3653.00,30-08-13 14:54,68,japanese,30-08-13 14:56,active
3654.00,30-08-13 13:29,6029,english,30-08-13 13:31,active
3655.00,30-08-13 8:37,1734,english,,pending
3656.00,30-08-13 10:02,5773,english,,pending
3657.00,30-08-13 13:47,2,english,30-08-13 13:49,active
3658.00,30-08-13 12:06,12563,french,30-08-13 12:07,active
3659.00,30-08-13 16:35,9142,english,30-08-13 16:37,active
3660.00,30-08-13 9:14,3488,spanish,30-08-13 9:15,active
3661.00,31-08-13 10:46,7889,english,,pending
3662.00,31-08-13 13:15,8460,english,,pending
3663.00,31-08-13 9:41,990,english,31-08-13 9:43,active
3664.00,31-08-13 7:12,4252,english,,pending
3665.00,31-08-13 16:06,5395,japanese,,pending
3666.00,31-08-13 9:39,4365,russian,31-08-13 9:40,active
3667.00,31-08-13 12:00,12373,english,,pending
3668.00,01-09-13 15:20,7031,english,01-09-13 15:22,active
3669.00,01-09-13 12:34,7503,english,,pending
3670.00,01-09-13 9:40,6348,english,,pending
3671.00,01-09-13 10:06,5708,french,01-09-13 10:07,active
3672.00,01-09-13 16:27,3132,german,01-09-13 16:29,active
3673.00,01-09-13 10:43,4359,spanish,,pending
3674.00,01-09-13 15:26,2212,spanish,,pending
3675.00,01-09-13 13:16,11069,spanish,01-09-13 13:18,active
3676.00,02-09-13 4:38,134,english,02-09-13 4:40,active
3677.00,02-09-13 21:41,2278,italian,,pending
3678.00,02-09-13 7:05,1,german,,pending
3679.00,02-09-13 11:48,9036,japanese,02-09-13 11:49,active
3680.00,02-09-13 16:14,2780,english,02-09-13 16:15,active
3681.00,02-09-13 2:46,9,english,,pending
3682.00,02-09-13 3:18,5234,english,,pending
3683.00,02-09-13 18:42,1774,english,,pending
3684.00,02-09-13 9:40,1,french,,pending
3685.00,02-09-13 2:00,6925,english,,pending
3686.00,02-09-13 3:36,150,japanese,,pending
3687.00,02-09-13 19:38,759,french,,pending
3688.00,02-09-13 11:21,10744,english,,pending
3689.00,02-09-13 9:33,7563,french,,pending
3690.00,02-09-13 18:10,2971,english,,pending
3691.00,02-09-13 11:02,6960,english,,pending
3692.00,02-09-13 11:01,1,english,02-09-13 11:02,active
3693.00,02-09-13 10:01,6909,spanish,02-09-13 10:02,active
3694.00,02-09-13 16:43,12160,english,02-09-13 16:44,active
3695.00,02-09-13 16:21,74,english,,pending
3696.00,02-09-13 15:11,9371,french,,pending
3697.00,02-09-13 0:53,5840,english,02-09-13 0:54,active
3698.00,02-09-13 13:43,3,english,02-09-13 13:45,active
3699.00,02-09-13 14:52,1,english,02-09-13 14:53,active
3700.00,02-09-13 13:06,120,portugese,,pending
3701.00,02-09-13 7:00,11903,french,,pending
3702.00,02-09-13 14:14,6818,french,02-09-13 14:15,active
3703.00,02-09-13 4:35,359,spanish,,pending
3704.00,02-09-13 0:09,11162,english,02-09-13 0:11,active
3705.00,02-09-13 16:30,3864,korean,02-09-13 16:31,active
3706.00,03-09-13 12:25,2352,english,,pending
3707.00,03-09-13 10:14,3023,french,,pending
3708.00,03-09-13 23:19,7379,japanese,03-09-13 23:21,active
3709.00,03-09-13 18:28,1037,chinese,03-09-13 18:29,active
3710.00,03-09-13 0:12,10218,english,,pending
3711.00,03-09-13 7:17,5907,french,,pending
3712.00,03-09-13 18:10,8939,japanese,,pending
3713.00,03-09-13 18:51,12936,japanese,,pending
3714.00,03-09-13 14:48,3952,german,,pending
3715.00,03-09-13 23:10,3377,indian,,pending
3716.00,03-09-13 9:19,1191,french,,pending
3717.00,03-09-13 17:19,8808,english,,pending
3718.00,03-09-13 11:23,22,english,,pending
3719.00,03-09-13 9:25,5,russian,03-09-13 9:26,active
3720.00,03-09-13 9:48,11713,english,03-09-13 9:49,active
3721.00,03-09-13 11:57,6667,english,03-09-13 11:59,active
3722.00,03-09-13 20:54,9956,french,03-09-13 20:56,active
3723.00,03-09-13 16:02,12195,russian,,pending
3724.00,03-09-13 15:19,12463,english,,pending
3725.00,03-09-13 13:53,317,english,,pending
3726.00,03-09-13 13:26,7962,english,03-09-13 13:28,active
3727.00,03-09-13 9:52,8069,spanish,,pending
3728.00,03-09-13 13:35,8859,english,,pending
3729.00,03-09-13 13:30,19,english,03-09-13 13:32,active
3730.00,03-09-13 7:37,12124,korean,,pending
3731.00,03-09-13 9:41,1164,chinese,,pending
3732.00,03-09-13 8:29,5,indian,,pending
3733.00,03-09-13 18:59,6728,chinese,,pending
3734.00,04-09-13 17:15,4770,english,04-09-13 17:17,active
3735.00,04-09-13 9:57,862,indian,04-09-13 9:59,active
3736.00,04-09-13 6:36,4,english,,pending
3737.00,04-09-13 13:16,5482,english,04-09-13 13:17,active
3738.00,04-09-13 15:50,149,english,,pending
3739.00,04-09-13 7:25,3,italian,04-09-13 7:27,active
3740.00,04-09-13 17:05,2626,english,,pending
3741.00,04-09-13 14:13,4,english,04-09-13 14:14,active
3742.00,04-09-13 10:45,3988,spanish,,pending
3743.00,04-09-13 12:28,11737,english,04-09-13 12:29,active
3744.00,04-09-13 9:54,7934,chinese,04-09-13 9:55,active
3745.00,04-09-13 20:28,3260,english,04-09-13 20:29,active
3746.00,04-09-13 9:11,2739,english,04-09-13 9:13,active
3747.00,04-09-13 10:37,4209,italian,,pending
3748.00,04-09-13 12:38,1,english,,pending
3749.00,04-09-13 8:04,13,spanish,04-09-13 8:05,active
3750.00,04-09-13 17:11,324,english,,pending
3751.00,04-09-13 23:06,47,french,,pending
3752.00,04-09-13 12:11,3491,arabic,,pending
3753.00,04-09-13 15:03,786,english,,pending
3754.00,04-09-13 12:21,3,english,04-09-13 12:22,active
3755.00,04-09-13 18:33,8629,english,04-09-13 18:34,active
3756.00,04-09-13 14:37,4740,english,,pending
3757.00,04-09-13 16:30,10747,english,,pending
3758.00,05-09-13 10:52,65,spanish,,pending
3759.00,05-09-13 12:33,1280,german,,pending
3760.00,05-09-13 14:52,9326,spanish,05-09-13 14:53,active
3761.00,05-09-13 1:53,2,german,,pending
3762.00,05-09-13 12:51,7103,portugese,,pending
3763.00,05-09-13 11:51,8,spanish,,pending
3764.00,05-09-13 9:13,2736,english,05-09-13 9:15,active
3765.00,05-09-13 15:42,69,arabic,,pending
3766.00,05-09-13 19:59,9,german,,pending
3767.00,05-09-13 13:18,4249,italian,,pending
3768.00,05-09-13 12:49,55,portugese,05-09-13 12:51,active
3769.00,05-09-13 9:51,812,english,05-09-13 9:52,active
3770.00,05-09-13 8:55,1,german,,pending
3771.00,05-09-13 3:01,598,korean,,pending
3772.00,05-09-13 6:45,2,english,05-09-13 6:47,active
3773.00,05-09-13 8:11,7757,english,,pending
3774.00,05-09-13 15:16,3,arabic,05-09-13 15:18,active
3775.00,05-09-13 17:35,4735,english,,pending
3776.00,05-09-13 10:49,1,english,,pending
3777.00,05-09-13 16:48,8436,japanese,05-09-13 16:50,active
3778.00,05-09-13 12:53,461,spanish,,pending
3779.00,05-09-13 18:11,3,english,,pending
3780.00,05-09-13 18:43,5397,english,05-09-13 18:44,active
3781.00,05-09-13 14:32,6497,italian,,pending
3782.00,05-09-13 18:20,11756,french,,pending
3783.00,05-09-13 14:11,7024,english,05-09-13 14:12,active
3784.00,05-09-13 16:39,2764,arabic,05-09-13 16:40,active
3785.00,05-09-13 1:24,2,english,05-09-13 1:26,active
3786.00,05-09-13 18:45,805,english,,pending
3787.00,05-09-13 22:59,2,english,05-09-13 23:00,active
3788.00,05-09-13 17:29,12068,english,,pending
3789.00,05-09-13 14:34,7123,english,,pending
3790.00,05-09-13 11:27,20,french,05-09-13 11:28,active
3791.00,06-09-13 17:47,12927,english,,pending
3792.00,06-09-13 9:46,2377,russian,,pending
3793.00,06-09-13 19:10,1097,english,06-09-13 19:11,active
3794.00,06-09-13 16:45,5587,french,06-09-13 16:46,active
3795.00,06-09-13 6:29,1630,arabic,,pending
3796.00,06-09-13 14:00,1375,english,06-09-13 14:01,active
3797.00,06-09-13 21:57,2226,english,,pending
3798.00,06-09-13 16:53,5091,german,06-09-13 16:54,active
3799.00,06-09-13 8:33,1,english,,pending
3800.00,06-09-13 23:36,5588,english,,pending
3801.00,06-09-13 11:04,10912,english,06-09-13 11:05,active
3802.00,06-09-13 15:03,7681,french,,pending
3803.00,06-09-13 6:14,4543,english,06-09-13 6:16,active
3804.00,06-09-13 12:58,281,italian,,pending
3805.00,06-09-13 12:13,8299,english,,pending
3806.00,06-09-13 13:00,10948,chinese,,pending
3807.00,06-09-13 14:24,12264,english,,pending
3808.00,06-09-13 17:21,10376,french,06-09-13 17:22,active
3809.00,06-09-13 13:01,4,spanish,,pending
3810.00,06-09-13 9:03,6,english,,pending
3811.00,06-09-13 17:13,6851,english,06-09-13 17:15,active
3812.00,06-09-13 5:20,4523,chinese,,pending
3813.00,06-09-13 1:25,988,english,,pending
3814.00,06-09-13 10:53,12444,french,,pending
3815.00,06-09-13 19:45,21,french,06-09-13 19:47,active
3816.00,06-09-13 18:18,3986,english,,pending
3817.00,06-09-13 16:24,7099,english,,pending
3818.00,06-09-13 18:48,9851,arabic,06-09-13 18:50,active
3819.00,06-09-13 9:20,10619,english,,pending
3820.00,06-09-13 16:09,1,english,,pending
3821.00,06-09-13 9:25,5736,french,06-09-13 9:27,active
3822.00,06-09-13 23:17,9,english,06-09-13 23:19,active
3823.00,06-09-13 16:22,1921,english,,pending
3824.00,07-09-13 8:41,9888,spanish,,pending
3825.00,07-09-13 12:26,26,english,,pending
3826.00,07-09-13 14:07,11015,japanese,,pending
3827.00,07-09-13 17:36,105,english,07-09-13 17:37,active
3828.00,07-09-13 10:19,1,english,,pending
3829.00,07-09-13 12:26,7,arabic,,pending
3830.00,07-09-13 15:22,6929,english,07-09-13 15:24,active
3831.00,07-09-13 11:14,11,japanese,,pending
3832.00,08-09-13 14:55,9637,french,08-09-13 14:57,active
3833.00,08-09-13 15:28,10,english,08-09-13 15:29,active
3834.00,08-09-13 16:10,6,english,08-09-13 16:11,active
3835.00,08-09-13 8:15,11924,english,08-09-13 8:16,active
3836.00,08-09-13 16:35,7284,japanese,,pending
3837.00,08-09-13 17:29,13,spanish,,pending
3838.00,08-09-13 15:14,1,german,08-09-13 15:16,active
3839.00,08-09-13 12:27,2440,arabic,,pending
3840.00,08-09-13 20:15,11820,japanese,08-09-13 20:17,active
3841.00,09-09-13 15:45,2580,italian,,pending
3842.00,09-09-13 12:23,9130,english,,pending
3843.00,09-09-13 11:09,10239,french,,pending
3844.00,09-09-13 18:11,5996,english,09-09-13 18:13,active
3845.00,09-09-13 10:58,2956,english,,pending
3846.00,09-09-13 12:20,3730,arabic,09-09-13 12:21,active
3847.00,09-09-13 18:10,2,japanese,09-09-13 18:12,active
3848.00,09-09-13 21:29,40,english,09-09-13 21:31,active
3849.00,09-09-13 15:12,9051,spanish,,pending
3850.00,09-09-13 16:31,792,english,,pending
3851.00,09-09-13 14:18,45,korean,,pending
3852.00,09-09-13 16:55,8446,french,09-09-13 16:56,active
3853.00,09-09-13 13:55,2,english,09-09-13 13:56,active
3854.00,09-09-13 7:45,1527,english,,pending
3855.00,09-09-13 14:19,5933,spanish,,pending
3856.00,09-09-13 12:55,4646,german,09-09-13 12:56,active
3857.00,09-09-13 15:16,1127,english,,pending
3858.00,09-09-13 13:57,8462,english,09-09-13 13:59,active
3859.00,09-09-13 20:53,6591,french,09-09-13 20:55,active
3860.00,09-09-13 9:59,12008,english,09-09-13 10:00,active
3861.00,09-09-13 9:43,9928,spanish,,pending
3862.00,09-09-13 13:48,17,spanish,09-09-13 13:50,active
3863.00,09-09-13 11:04,6046,italian,,pending
3864.00,09-09-13 8:14,8452,english,09-09-13 8:15,active
3865.00,09-09-13 0:02,6874,russian,,pending
3866.00,09-09-13 8:55,9203,french,09-09-13 8:57,active
3867.00,09-09-13 11:22,9240,arabic,,pending
3868.00,09-09-13 8:48,848,english,,pending
3869.00,09-09-13 9:08,5860,french,,pending
3870.00,09-09-13 2:35,12076,japanese,,pending
3871.00,09-09-13 16:14,2801,chinese,,pending
3872.00,10-09-13 18:33,29,russian,10-09-13 18:34,active
3873.00,10-09-13 16:57,10,english,10-09-13 16:58,active
3874.00,10-09-13 6:36,11938,english,,pending
3875.00,10-09-13 16:13,609,indian,,pending
3876.00,10-09-13 10:44,4750,chinese,,pending
3877.00,10-09-13 13:39,10359,spanish,10-09-13 13:41,active
3878.00,10-09-13 18:54,13149,french,10-09-13 18:55,active
3879.00,10-09-13 17:06,5935,english,,pending
3880.00,10-09-13 1:14,406,german,10-09-13 1:16,active
3881.00,10-09-13 2:31,9303,portugese,10-09-13 2:32,active
3882.00,10-09-13 12:55,1,korean,10-09-13 12:57,active
3883.00,10-09-13 11:28,7699,japanese,,pending
3884.00,10-09-13 18:25,6,spanish,10-09-13 18:27,active
3885.00,10-09-13 19:00,2586,italian,,pending
3886.00,10-09-13 17:29,8113,english,,pending
3887.00,10-09-13 19:03,7049,portugese,,pending
3888.00,10-09-13 13:33,2,indian,,pending
3889.00,10-09-13 9:03,2297,arabic,,pending
3890.00,10-09-13 18:38,2551,english,,pending
3891.00,10-09-13 10:51,8,english,,pending
3892.00,10-09-13 14:42,9171,portugese,,pending
3893.00,10-09-13 3:24,10720,english,,pending
3894.00,10-09-13 14:53,6154,english,10-09-13 14:54,active
3895.00,10-09-13 12:56,1788,spanish,,pending
3896.00,10-09-13 18:30,8794,english,10-09-13 18:32,active
3897.00,11-09-13 10:00,5852,english,11-09-13 10:02,active
3898.00,11-09-13 12:57,204,english,11-09-13 12:59,active
3899.00,11-09-13 11:54,2926,english,11-09-13 11:55,active
3900.00,11-09-13 9:45,6033,italian,11-09-13 9:46,active
3901.00,11-09-13 10:01,14,german,11-09-13 10:03,active
3902.00,11-09-13 13:31,1,english,,pending
3903.00,11-09-13 18:40,6303,spanish,,pending
3904.00,11-09-13 18:05,1722,arabic,,pending
3905.00,11-09-13 7:24,5686,indian,,pending
3906.00,11-09-13 7:38,11201,indian,,pending
3907.00,11-09-13 22:12,1,english,11-09-13 22:13,active
3908.00,11-09-13 2:50,1,french,11-09-13 2:51,active
3909.00,11-09-13 10:39,3880,japanese,11-09-13 10:41,active
3910.00,11-09-13 18:07,5159,arabic,,pending
3911.00,11-09-13 16:28,8,arabic,,pending
3912.00,11-09-13 0:49,3434,japanese,,pending
3913.00,11-09-13 11:27,48,english,,pending
3914.00,11-09-13 9:50,11976,french,,pending
3915.00,11-09-13 14:09,1301,russian,,pending
3916.00,11-09-13 18:50,2,english,11-09-13 18:51,active
3917.00,11-09-13 10:27,3005,english,11-09-13 10:29,active
3918.00,11-09-13 15:05,8081,french,,pending
3919.00,11-09-13 0:51,12183,english,11-09-13 0:53,active
3920.00,11-09-13 15:03,12507,english,11-09-13 15:05,active
3921.00,11-09-13 9:25,32,japanese,11-09-13 9:27,active
3922.00,11-09-13 16:55,3819,french,11-09-13 16:57,active
3923.00,11-09-13 9:28,27,english,,pending
3924.00,11-09-13 16:38,4223,english,11-09-13 16:39,active
3925.00,11-09-13 10:19,199,german,,pending
3926.00,12-09-13 11:05,9251,english,,pending
3927.00,12-09-13 10:34,2,japanese,,pending
3928.00,12-09-13 11:31,10592,english,,pending
3929.00,12-09-13 15:25,4,english,,pending
3930.00,12-09-13 8:43,10,english,,pending
3931.00,12-09-13 7:58,4634,english,12-09-13 8:00,active
3932.00,12-09-13 12:01,10684,english,,pending
3933.00,12-09-13 10:57,454,indian,,pending
3934.00,12-09-13 15:04,4524,russian,,pending
3935.00,12-09-13 18:15,7865,french,12-09-13 18:17,active
3936.00,12-09-13 13:35,3856,japanese,,pending
3937.00,12-09-13 13:05,1636,english,12-09-13 13:06,active
3938.00,12-09-13 16:20,9283,indian,,pending
3939.00,12-09-13 8:13,239,english,,pending
3940.00,12-09-13 19:23,3031,english,12-09-13 19:24,active
3941.00,12-09-13 17:42,119,indian,12-09-13 17:43,active
3942.00,12-09-13 16:38,8907,english,,pending
3943.00,12-09-13 9:33,1,english,12-09-13 9:35,active
3944.00,12-09-13 19:09,8611,french,,pending
3945.00,12-09-13 10:09,50,english,,pending
3946.00,12-09-13 7:35,954,english,12-09-13 7:36,active
3947.00,12-09-13 21:50,26,english,,pending
3948.00,12-09-13 9:14,10268,english,12-09-13 9:16,active
3949.00,12-09-13 7:51,6862,english,,pending
3950.00,12-09-13 17:30,12079,german,12-09-13 17:32,active
3951.00,12-09-13 9:35,3258,italian,,pending
3952.00,12-09-13 1:20,12326,japanese,,pending
3953.00,12-09-13 8:16,4674,french,,pending
3954.00,13-09-13 9:50,10467,english,,pending
3955.00,13-09-13 15:37,12701,english,13-09-13 15:38,active
3956.00,13-09-13 16:34,1457,indian,,pending
3957.00,13-09-13 15:20,122,english,,pending
3958.00,13-09-13 12:58,6650,english,,pending
3959.00,13-09-13 14:57,12165,japanese,,pending
3960.00,13-09-13 19:07,3120,english,,pending
3961.00,13-09-13 15:03,4207,french,13-09-13 15:04,active
3962.00,13-09-13 1:58,8,portugese,13-09-13 1:59,active
3963.00,13-09-13 21:34,1,english,13-09-13 21:35,active
3964.00,13-09-13 14:16,295,japanese,,pending
3965.00,13-09-13 23:09,2,english,,pending
3966.00,13-09-13 8:07,6189,indian,13-09-13 8:09,active
3967.00,13-09-13 13:25,9549,spanish,,pending
3968.00,13-09-13 11:26,89,spanish,,pending
3969.00,13-09-13 1:52,9196,french,13-09-13 1:54,active
3970.00,13-09-13 12:02,7347,english,13-09-13 12:03,active
3971.00,13-09-13 12:26,123,english,13-09-13 12:27,active
3972.00,13-09-13 7:56,18,spanish,,pending
3973.00,13-09-13 10:59,11734,arabic,13-09-13 11:00,active
3974.00,13-09-13 21:50,6598,english,,pending
3975.00,13-09-13 14:57,4932,english,13-09-13 14:59,active
3976.00,13-09-13 14:32,4086,spanish,,pending
3977.00,13-09-13 11:10,2846,english,,pending
3978.00,13-09-13 8:15,5770,english,13-09-13 8:16,active
3979.00,13-09-13 14:15,1,english,13-09-13 14:17,active
3980.00,13-09-13 14:47,121,english,13-09-13 14:49,active
3981.00,13-09-13 0:14,12664,english,,pending
3982.00,13-09-13 4:51,3,english,,pending
3983.00,13-09-13 17:50,3,russian,,pending
3984.00,13-09-13 18:22,5067,english,,pending
3985.00,14-09-13 18:38,1,spanish,14-09-13 18:40,active
3986.00,14-09-13 2:26,12260,english,,pending
3987.00,14-09-13 17:10,3099,english,14-09-13 17:11,active
3988.00,14-09-13 16:30,11935,japanese,14-09-13 16:32,active
3989.00,14-09-13 11:45,1013,spanish,,pending
3990.00,14-09-13 15:46,1,russian,,pending
3991.00,14-09-13 22:51,1,english,,pending
3992.00,14-09-13 10:27,4386,english,14-09-13 10:28,active
3993.00,14-09-13 9:28,312,english,,pending
3994.00,14-09-13 17:09,3299,japanese,14-09-13 17:10,active
3995.00,14-09-13 7:38,1,english,14-09-13 7:40,active
3996.00,15-09-13 10:57,3942,english,15-09-13 10:59,active
3997.00,15-09-13 14:38,205,english,,pending
3998.00,15-09-13 13:53,10733,english,,pending
3999.00,15-09-13 14:10,4191,english,15-09-13 14:11,active
4000.00,15-09-13 9:50,5083,arabic,15-09-13 9:51,active
4001.00,15-09-13 10:42,120,english,15-09-13 10:44,active
4002.00,15-09-13 7:32,6581,english,15-09-13 7:34,active
4003.00,15-09-13 1:08,11358,german,,pending
4004.00,16-09-13 8:36,3487,spanish,,pending
4005.00,16-09-13 12:44,8075,japanese,,pending
4006.00,16-09-13 12:06,1,english,,pending
4007.00,16-09-13 4:01,11940,english,,pending
4008.00,16-09-13 10:14,6408,english,16-09-13 10:16,active
4009.00,16-09-13 15:44,10897,english,,pending
4010.00,16-09-13 10:19,7181,english,,pending
4011.00,16-09-13 9:51,56,english,16-09-13 9:53,active
4012.00,16-09-13 14:28,3,chinese,,pending
4013.00,16-09-13 16:48,1,english,,pending
4014.00,16-09-13 15:36,12240,english,,pending
4015.00,16-09-13 12:29,11046,english,,pending
4016.00,16-09-13 14:50,10363,english,16-09-13 14:51,active
4017.00,16-09-13 18:17,9635,english,16-09-13 18:18,active
4018.00,16-09-13 19:42,6347,spanish,,pending
4019.00,16-09-13 15:15,6360,japanese,,pending
4020.00,16-09-13 14:15,3,english,,pending
4021.00,16-09-13 13:47,4784,english,16-09-13 13:49,active
4022.00,16-09-13 17:28,692,spanish,,pending
4023.00,16-09-13 6:35,3,english,16-09-13 6:37,active
4024.00,16-09-13 10:44,5791,japanese,,pending
4025.00,16-09-13 16:31,4989,english,16-09-13 16:33,active
4026.00,16-09-13 12:37,30,japanese,,pending
4027.00,16-09-13 8:30,5206,arabic,16-09-13 8:32,active
4028.00,16-09-13 17:39,12064,english,16-09-13 17:40,active
4029.00,16-09-13 8:09,8313,english,16-09-13 8:11,active
4030.00,16-09-13 14:10,11528,german,16-09-13 14:12,active
4031.00,16-09-13 16:10,12897,english,,pending
4032.00,16-09-13 21:40,7438,english,16-09-13 21:42,active
4033.00,16-09-13 14:43,12918,english,,pending
4034.00,16-09-13 18:01,2,english,16-09-13 18:03,active
4035.00,16-09-13 17:45,235,spanish,16-09-13 17:47,active
4036.00,16-09-13 12:46,103,chinese,,pending
4037.00,16-09-13 9:52,1,english,16-09-13 9:54,active
4038.00,16-09-13 14:23,362,english,16-09-13 14:24,active
4039.00,17-09-13 17:07,5,german,,pending
4040.00,17-09-13 16:04,1,spanish,,pending
4041.00,17-09-13 12:23,3778,english,,pending
4042.00,17-09-13 13:55,4,french,,pending
4043.00,17-09-13 6:11,8524,english,17-09-13 6:12,active
4044.00,17-09-13 15:21,4961,english,,pending
4045.00,17-09-13 17:03,6452,english,17-09-13 17:05,active
4046.00,17-09-13 15:26,1,japanese,17-09-13 15:28,active
4047.00,17-09-13 19:35,5242,english,,pending
4048.00,17-09-13 20:58,24,english,,pending
4049.00,17-09-13 6:48,13147,english,17-09-13 6:50,active
4050.00,17-09-13 14:57,5,english,17-09-13 14:58,active
4051.00,17-09-13 13:08,9508,german,17-09-13 13:10,active
4052.00,17-09-13 15:54,2197,arabic,17-09-13 15:56,active
4053.00,17-09-13 11:27,8,french,17-09-13 11:29,active
4054.00,17-09-13 9:12,6977,english,,pending
4055.00,17-09-13 21:06,10829,german,,pending
4056.00,17-09-13 12:12,6244,english,17-09-13 12:13,active
4057.00,17-09-13 18:04,1,english,,pending
4058.00,17-09-13 18:20,4568,english,17-09-13 18:21,active
4059.00,17-09-13 10:45,1060,korean,,pending
4060.00,17-09-13 10:21,2532,japanese,17-09-13 10:23,active
4061.00,17-09-13 7:46,1,portugese,,pending
4062.00,17-09-13 15:05,12267,english,,pending
4063.00,17-09-13 13:29,8725,spanish,17-09-13 13:30,active
4064.00,17-09-13 12:59,732,english,,pending
4065.00,17-09-13 10:52,30,english,17-09-13 10:53,active
4066.00,17-09-13 13:25,4189,japanese,17-09-13 13:26,active
4067.00,18-09-13 17:00,2074,english,18-09-13 17:01,active
4068.00,18-09-13 11:25,7273,english,,pending
4069.00,18-09-13 18:28,8678,english,,pending
4070.00,18-09-13 10:11,130,english,,pending
4071.00,18-09-13 8:24,494,french,18-09-13 8:26,active
4072.00,18-09-13 13:46,7623,english,18-09-13 13:47,active
4073.00,18-09-13 16:06,18,english,18-09-13 16:08,active
4074.00,18-09-13 9:27,9156,chinese,18-09-13 9:28,active
4075.00,18-09-13 17:22,2188,english,,pending
4076.00,18-09-13 1:08,9826,english,18-09-13 1:10,active
4077.00,18-09-13 20:12,30,german,18-09-13 20:13,active
4078.00,18-09-13 12:31,2623,english,,pending
4079.00,18-09-13 14:36,8036,german,18-09-13 14:38,active
4080.00,18-09-13 16:14,4077,english,18-09-13 16:15,active
4081.00,18-09-13 16:27,7808,english,,pending
4082.00,18-09-13 14:11,9245,english,18-09-13 14:12,active
4083.00,18-09-13 11:45,5205,english,,pending
4084.00,18-09-13 18:50,1157,english,,pending
